Leaving Group,Count
Br.[#3].C-C-C.C-[#14](-C)-C.C-[#14](-C)-C.C-[#14](-C)-C.C-[#14](-C)-C,22
C.C-C-[N&+](-C)(-[O&-])-C-C.C-C=C,22
C.C.C-C-C,22
C-n1:c:c:c(-N):n:1,21
C.O.c1:c:c:c:c:c:1,21
c1:c:c:c(-C(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:c:1.c1:c:c:c(-C(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:c:1,21
O.O.O.C-O-c1:c:c:c(-P2-S-P(=S)(-c3:c:c:c(-O-C):c:c:3)-S-2):c:c:1,21
O.C-C(=O)-O-[B&H1&-](-O)-O-C(-C)=O,21
Cl.c:c:n,21
F.F.F.O.O,21
Br.C-N1-C-C(=O)-O-B-O-C(=O)-C-1,21
C-N-c1:c:c:c:c2:c:c:c:c(-N(-C)-C):c:1:2,21
C-N-C-C-N(-C)-C,21
O.O.C-C(-C)(-C)-O.Cl-C=O,21
N.O.O.[B&H3&-],21
C-C-C(=O)-N-O-C(=O)-O-N1-C(=O)-C-C-C-1=O,21
O-C(=S)-O-c1:c:c:c:c:c:1,21
F.F.F.C-O-S(=O)=O,21
C.O.C-O.C-N1-C-C=C(-O)-C-1=O.Cl-c1:c:c:c:c:c:1-Cl,21
Cl.C-C(-C)-N(-C)-C(-C)-C,21
C.C.C.[#3],21
Cl.O.S,21
S-C-c1:c:c:c:c:c:1,21
C.O.[#3],21
Cl.Cl.C-C=C.c:c:c,21
C-C(-C)(-C)-O-C=O.C(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,21
N.Br-C,21
Br.C-O-c1:c:c:c(-C(-c2:c:c:c:c:c:2)-c2:c:c:c(-O-C):c:c:2):c:c:1,21
Br.C.Cl,21
Br.C-C(-C)(-C)-O-C=O.C-C(-C)(-C)-O-C=O,21
C.C.C.c:c:c:c,21
O.O.C-[#14](-C)-C,21
C.O-B-O,21
C-C(=O)-O-C-c1:c2:c:c:c:c:c:2:c(-C-O):c2:c:c:c:c:c:1:2,21
C-O-C-N,21
c1:n:c:n:n:1,21
Cl.O.C-O.Cl-S=O,21
O.O-c1:c:c:c:c:c:1,21
C-C.C-O-C,21
Br.C.C-N-C=O,21
Br.C.C.O,21
O.O-n(:n):c:c,21
C-C-C.[O&+]-[O&-],21
O.C-C.C-N-C,21
C-O-C-C-[#14](-C)(-C)-C.C-S(=O)=O,21
C.C-C-C-O,21
O=S(-[O&-])-[O&-],21
Cl.N#C-[#30],21
O.C-N(-C)-C(-O-n:n)=[N&+](-C)-C,21
Cl.N#C-[#29],21
C.O.C-S(=O)=O,21
O.S.[O&-],21
Br.C-O-c1:c:c:c(-C):c:c:1,21
O.O-n:c1:c:c:c:c:c:1,21
O-[I&+3](-[O&-])-[O&-],21
O.C-S(=O)(=O)-c,20
O.Br-C,20
I.C-C.C-O-C-C-[#14](-C)(-C)-C.O-B-O,20
C.C.Cl.N,20
[#3].C-O,20
Br.Br-[#30],20
Cl.Cl.C-C(-C)(-C)-O-C=O,20
Cl-C-[N&+]12-C-C-[N&+](-C-C-1)-C-C-2,20
C-N(-C)-C.[O&-]-[I&+3](-[O&-])-[O&-],20
N.Br-[#12].C-C-C-C,20
Br.C-C-N-C,20
C.C-O-c1:c:c:c:c:c:1,20
Br.C.C.N.C=O,20
O.O-n:n,20
C-c1:c:c:c:c:c:1-S(=O)=O,20
O.C-C.C-C-O.C-C-O,20
O.O.O.O.O,20
O.C-C-O.C-c1:c:c:c:c:c:1,20
Br.C-C.C-C-O,20
S.[N&+]=[N&-],20
C-C-O-C=O.C-N-C,20
Br.C.N,20
O.Cl-c,20
C.Cl-C=O,20
C-C#C,20
Br-[#30],20
O.O.C-C-C-C,20
C-[#50](-C)-C.F-C(-F)(-F)-S(-O)(=O)=O,20
Cl.O.C-C.C-C,20
Br.C-C(-C)(-C)-C.C-C1(-C)-C-O-B-O-C-1,20
C-C-C-C-O.C-[#14](-C)-C,20
[#3].C-C-C=O,20
O.F-C(-F)(-F)-C-O-P(=O)-O-C-C(-F)(-F)-F,20
Cl.S.[O&-].C-C-S.O-O-C(=O)-c(:c):c:c,20
C.O=S(=O)-[O&-],20
O.O.c:c:c.n:n,20
O.O.N-C=O,20
O.Cl-c1:c:c(-F):c:c(-c2:c:c(-C=O):n:n:2-c2:c:c:c:c:n:2):c:1,20
F.C-C=O,20
Cl.I.C-C1(-C)-O-B-O-C-1(-C)-C,20
N.O.C-C.C-C-C.C-C-C,20
C-C-N-C-C.C-C=C.c:c:c,20
C.[#3].C-C,20
c.Cl-C-O-c1:c:c:c:c:c:1,20
S.C-C,20
O-P(-[O&-])-[O&-],20
C.O.C-[#14](-C)-C,20
O.Cl-C-C(-O)=O,20
C-C-N(-C)-C,20
C.c,20
I.C-C-O-C,20
C.C-S,20
C-C(-C)(-C)-[#14&H2].c1:c:c:c:c:c:1.c1:c:c:c:c:c:1,20
O-B-O.O-P(=O)(-O-c1:c:c:c:c:c:1)-O-c1:c:c:c:c:c:1,20
O.O.O.[O&-].[O&-].[O&-],20
O.O.Cl-C=O,20
C.N-c,20
Cl.C-[#13]-C,20
Br.C.O.O,20
Br.C.C-C-N(-C)-C,20
O.C-C=O.C-C=O,20
Cl.C-O.C-C-C,20
C.[O&-].Cl-C=O,20
C-C(-C)-C-O,20
N.O-C-[O&-],19
C-C.C-C-C-C-C(-C-C-C-C)=C-[#50].F-C(-F)(-F)-S(-O)(=O)=O,19
O.O-P(-O)=O,19
C.Cl-C-O-c1:c:c:c:c:c:1,19
O=C-c1:c:c:c:c:c:1-C=O.O=C-c1:c:c:c:c:c:1-C=O,19
O.C-C(-C)-O-C=O,19
C.Cl.O.[O&-],19
C.Br-[#12],19
Cl.C-C(-C)-[#14](-C(-C)-C)-C(-C)-C,19
O.C(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,19
C-O.C-S,19
I.C-C-N-C-C,19
Br.C-C=O.C-C=O.C-C=O.O-B-O,19
C-C(-C)-C=O,19
C.O.C-O-C=O,19
C.C-C-N=C=N-C.C-N-C.c1:c:c:c2:n:n:n:c:2:c:1,19
O.C=N-C1-C-C-C-C-C-1.C1-C-C-C-C-C-1,19
C-C-C-C-C-C-C-C,19
[O&-].Cl-S=O,19
Cl-C(=O)-c1:c:c:c:c:c:1,19
C-C-O-C-O-C-C,19
O.[O&-].C=O,19
I.O.C-N-C,19
O.O.C-C(-O)(-C-C(-O)=O)-C(-O)=O,19
C-[#14](-C)(-C)-O,19
Br.O.C-C.C-C,19
F.O.C-C,19
Br.S,19
C-c1:c:c:c(-S(-O)=O):c:c:1,19
I.O.[O&-].C-N-C.O-C=O,19
[O&-].C-C-C,19
N.C-C-C-C.Cl-[#12],19
Br.[#11],19
Br.C-C-C-C-O-C=O.C-C(-C)(-C)-O-C=O.O-B-O,19
Cl-P(-Cl)(-Cl)-Cl,19
F.C-O-c1:c:c:c(-C):c(-O-C):c:1,19
O.C-C.C=O,19
C.C-C=C.C-c:c:c-C,19
C.c:c,19
C-S(-O)=O,19
O.C1-C-O-C-C-N-1,19
C.C.Cl.C-C.C-C-C,19
Cl-N1-C-C-C-C-1=O,19
O.C-C-[O&-],19
O.Cl-P(=O)-c1:c:c:c:c:c:1,19
S.Cl-S=O,19
C-c1:c:c:c(-S(=O)=O):c:c:1.C-c1:c:c:c(-S(=O)=O):c:c:1,19
Br.[O&-].[O&-],19
Cl.N.C-C.C-C-C.C-C-C,19
O=C1-N-[C&*&H1](-c2:c:c:c:c:c:2)-C-O-1,19
s,19
F.F.F.O.C-C(-C)-C.O-C=O,19
Cl.C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-S-C-C(-C-N-S(=O)(=O)-C-C-C)-O-C,19
N.[O&-]-[P&H2],19
C.C.N.O.C=O,19
O.O.C-S.C-C-C-O,19
C-C-C-C-C.N=C=N-C1-C-C-C-C-C-1,19
O.[O&-].N-O-c1:c:c:c(-[N&+](=O)-[O&-]):c:c:1,19
O.Br-c1:c:c:c(-O):c(-c:c):c:1,19
C-c1:c:c:c(-Cl):c:c:1,19
C.O.Cl-C(-Cl)(-Cl)-O.Cl-C(-Cl)(-Cl)-O,19
C.O.O.C-C=O,19
Br.C-C=C,19
Br.C.C.C-C,18
N-C-c1:c:c:c:c:n:1,18
Br.C.C-C(-C)(-C)-O-C=O,18
O.C-Cl.C-C(-C)(-C)-O,18
Br.Br.Br.Br,18
O-c1:c:c:c:c:c:1.O-c1:c:c:c:c:c:1,18
O=I=O,18
Cl.C-C.C-C=O,18
O.O.O.Cl-P(-Cl)=O,18
C.O.C-C-N=C=N-C-C,18
C-N-C.C-[N&+]-C.O-C=O.c1:c:n:c2:n:n:n:c:2:c:1,18
O.C-S(-C)(=O)=O,18
C.O.O.C-C(-O)=O,18
O.O.C-C-N=C=N-C-C-C-N-C.C-C(-C)-C-[C&*&H1](-C=O)-N1-C-C(-O-c2:c:c:c:c(-Cl):c:2-Cl)=C-C-1=O,18
C-C-O-C(-O)=O,18
N.C-O.C-O,18
C-C(-C)-N-C(-O)=N-C(-C)-C,18
O.C-C-C-C-O,18
O-O-C(=O)-c1:c:c:c:c:c:1,18
Cl.C-C-B-C-C,18
Cl-C1=C(-Cl)-C(=O)-C(-C#N)=C(-C#N)-C-1,18
C-C.C=O,18
O.C-C(-C)-C.C-C(-C)-C,18
O.C-N(-C)-[P&+](-O)(-N(-C)-C)-N(-C)-C.c:c:c:c:c:n:n,18
F.C-c1:c:c:c:c:c:1,18
[O&-].Br-P(-Br)=O,18
O.O=S(=O)-[O&-],18
Br.C.[O&-],18
O.C-c1:c:c:c(-S(-Cl)=O):c:c:1,18
C-C-O.C-[#14](-C)-C,18
Cl.C-C(-C)-C(-C)-C.C-C1(-C)-O-B-O-C-1(-C)-C,18
Br.C-C=O.C-C=O.C-C=O,18
S-c1:c:c:c:c:n:1,18
Br.C-C-C-O,18
Cl.c,18
C-C-[#14](-C-C)-C-C.C-[#14](-C)-C(-C)(-C)-C.C-[#14](-C)-C(-C)(-C)-C,18
Cl-S(=O)=O.S-c1:c:c:c:c:c:1,18
O.C-N-O-C.C-C(-C)(-C)-O.C=O,18
C-O-c1:c:c:c(-C):c(-O-C):c:1.C1-C-C-O-C-C-1,18
O.C-C(-C)(-C)-C=O.C-C(-C)(-C)-O-C=O,18
C-C=O.C-C(-C)(-C)-O-C=O,18
Br.C=C-B1-O-B-O-B(-C=C)-O-1,18
Br.O-B-O.C1-C-C-O-C-C-1,18
Br.C-C-S(=O)(=O)-c1:c:c:c(-N-C(=O)-C-C-C-c2:c:c:c:c:c:2):c:c:1-C#N,18
O.Cl-c1:c:c(-F):c:c(-c2:c:c(-C=O):n:n:2-c2:c:c:c(-F):c(-Cl):c:2):c:1,18
O.[P&H3&+],18
C-O.O=C-c1:c:c:c:c:c:1,18
Cl-O,18
C-C.O-B-O,18
I.C-C(-C)-C,18
Br.C-C-[#50](-C-C)-C-C,18
O.N-c1:c:c:c:c:c:1,18
C-C-O.C-[C&*]12-C-C-C-C-C-1-[C&*&H1](-C#N)-C-[C&*&H1]1-[C&*&H1]-2-C-C-[C&*]2(-C)-C(=O)-C-C-[C&*&H1]-1-2.O-C-C-O,18
C-C-N-C-C.Cl-c1:c:c:c:c(-C-O-O):c:1,18
C.C.O.O.C-C.C-C.[N&-]=[N&+]=N-P(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,18
C-N(-C)-C(=N)-N(-C)-C,18
O.[#3].C-C,18
Br.O=C1-C-C-C(=O)-N-1,18
N.Br-[#12],18
O.O.C-C(-C)(-C)-O.C=O,18
C.O=S(=O)-c1:c:c:c:c:c:1,18
Cl.Cl.Cl-C=O,18
N.C-C.C-C.C-C,18
C-N-C(-C)=O,18
C.C-C-N-C(-C)-C,18
F.F.O,18
C-C.C-N-C,18
C.c.O-S(=O)=O,18
O.[O&-].[O&-].C-C,18
Cl-C(-Cl)(-Cl)-O,18
F.C1-C-C-O-C-C-1,18
F-C(-F)(-F)-S(=O)=O.O-B-O,18
Br.C-C-C-C.C-C-C-C.C-C-C-C-O,18
Br.C.C-C-C-C-[#50](-C-C-C-C)-C-C-C-C,18
o.O-C=O,18
Br.O-C-C-O,18
F-S(-O)(=O)=O,18
C-C.C-C-O.C-C-O,17
Br.O.[O&-].C-C1(-C)-C-O-B-O-C-1,17
C.C.C.Cl.C-C-N-C(-C)-C,17
N.C-C-O.C-C-O,17
C-C.C-C#N,17
S.C-[#14](-C)-C(-C)(-C)-C,17
O.[O&-].[N&+]=[N&-],17
Cl-C-c,17
C.I.C-C(-C)-O-B(-C=C)-O,17
C.O.C-C-C.O-C-c1:c:c:c:c:c:1,17
C-C-O.[N&+]=[N&-],17
Br.Br.O-B-O.O-B-O,17
O.C-C-O-C=O.C-C-O-C(-N)=O,17
C.O.Br-[#12],17
C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-S-C-C(-C-N)-O-C,17
O.C-N(-C)-C(-O-n:n)=[N&+](-C)-C.c:c:n,17
C-C(-C)(-C)-O.C-C(-C)(-C)-O,17
C-c1:c:c:c:c:c:1.[O&+]-[O&-],17
C-[C&*&H1]-c1:c:c:c:c:c:1.C-c1:c:c:c:c:c:1,17
C-C.C-[#14](-C)-C(-C)(-C)-C,17
Cl.Cl.C-C-C,17
C-N1-C-C-N-C-C-1,17
O-C-c1:c:c:c:c:c:1.O-C=O,17
O.c1:c:c:n:c:c:1,17
C-c1:c:c:c(-S(-O)(=O)=O):c:c:1.C-c1:c:c:c(-S(-O)(=O)=O):c:c:1,17
C.N.C-C.C-C.C-O,17
Br.O.C-c1:c:c:c:c:c:1,17
C.C=C,17
Cl.Cl.O.O.O,17
c:c:c:c.P(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,17
C.Cl.Cl.Cl.O.C-C(-C)(-C)-O.O-B-O,17
C-C-C.C-O-c1:c:c:c(-C):c(-O-C):c:1,17
C.C.O=[N&+]-[O&-],17
O.C-N(-C)-C(-O)=[N&+](-C)-C.c:c:n:n,17
I.F-C(-F)(-F)-S(-O)(=O)=O,17
Cl.F-C(-F)(-F)-S(-O)(=O)=O,17
O.O.[O&-].C-C(-C)(-C)-O-C=O.C-C(-C)(-C)-O-C=O,17
I.C-C(-C)-O,17
Cl.Cl.C-C.C-C.C-C,17
C#C,17
C.C.O.C-C-N-C-C,17
N.N#C-[#29],17
O.C-c1:c:c:c(-[N&+](=O)-[O&-]):c:c:1,17
[O&-].O-C=O,17
C-O-c1:c:c:c(-C(-c2:c:c:c:c:c:2)-c2:c:c:c(-O-C):c:c:2):c:c:1,17
C-C(-C)(-C)-[#14](-C)(-C)-O,17
O.O.[O&-].C-C-O,17
C-O-C(-C)-C,17
O.S.C-C,17
C-C-O-P(-[S&-])-O-C-C,17
N.C-C-O-C-[S&-],17
Cl.O.C-O,17
O.N#C-c,17
C-O.Cl-[#12],17
C.N.O.O.C-S,17
F-C(-F)(-F)-S(-O)(=O)=O.O-B(-O)-O,17
O.O.[O&-].C-O,17
C-O.C-c1:c:c:c:c:c:1,17
I.C-C.C-C-C-C-C(-C-C-C-C)=C-[#50],17
O.C-C(-C)(-C)-O.C-C(-C)(-C)-O-C=O.C1-C-C-O-C-C-1,17
c.C-O,17
Br.O.C-C-C=O,17
Br.C-C(-C)(-C)-[#14](-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,17
Br.Cl.C-C,17
Cl.C-[#14](-C)-C=[N&+]=[N&-],16
C-c1:c:c:c:o:1,16
C-C-C.C-C-C-C-N,16
O.C-C-C-C.C1-C-C-N(-[P&+](-O-n2:n:n:c3:c:c:c:c:c:3:2)-N2-C-C-C-C-2)-C-1,16
C-C-C.C-O-C=O,16
O.C-C(-C)(-C)-O-C=O.O=[N&+]-[O&-],16
Cl.[O&-].C-S.O-O-C(=O)-c(:c):c:c:c,16
C-C.F-C(-F)(-F)-S(-O)(=O)=O,16
Br.C-C1(-C)-C-C(-C)(-C)-O-B-O-1.C1-C-C-O-C-C-1,16
C-C(-C)-C-O-C=O,16
C-C=O.O=[N&+]-[O&-],16
C.O=C-c1:c:c:c:c:c:1,16
C.O.O.O.O,16
O=C1-N-[C&*&H1](-C-c2:c:c:c:c:c:2)-C-O-1.[O&-]-S-[O&-],16
O.O.[O&-].C-c1:c:c:c:c:c:1,16
N.O.[O&-].[O&-],16
C.O.c:c:c,16
C-C(-C)-C.Cl-C(-O)=O,16
C.O.[O&-].C=O,16
C-c1:c:c(-C):n:c(-S):n:1,16
O.C-N(-C)-C,16
C-C-C.Cl-C=O,16
Br.C-C1(-C)-O-B-O-C-1(-C)-C.O=S(=O)-c1:c:c:c:c:c:1,16
C.C.O.O.C-C,16
O.[O&-].c1:c:n:c:n:1.c1:c:n:c:n:1,16
c:c:n:c,16
C-C(-C)(-C)-O-C=O.C=O,16
C=O.c:c:c:c:c.c1:c:c:c(-P(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:c:1,16
C-C-[#30],16
C.O.C-c1:c:c:c:c:c:1,16
Br.O.C-C(-C)-C,16
Cl.Cl.c,16
C.C.C.N,16
Cl.O.C-C.C-C-O-C(=O)-c:c(-S(-Cl)(=O)=O):c1:c:c:c:c(-Cl):c:1.O=S(=O)-c1:c:c:c:c:c:1.O=S(=O)-c1:c:c:c:c:c:1,16
[#30&+].F-C(-F)(-F)-S(-O)(=O)=O,16
F.C-O,16
Cl-c,16
C.Cl.Cl.Cl.O.Cl-C(-Cl)(-Cl)-O-C=O,16
C.O.O.C-C-O.C-C(-C)-C,16
Br.C.O.C-O,16
Cl.Cl.O.O.[O&-],16
N=C=O,16
C-S(-O)(=O)=O.[N&+]=[N&-],16
F.N,16
C-c1:c:c:c(-S(=O)(=O)-[O&-]):c:c:1,16
O.C-O-c1:c:c:c(-C):c(-O-C):c:1,16
C.C.C-C(-C)(-C)-O-C=O,16
C-C-C(-C)-C,16
C-C1=N-C-C-C-N-1-C,16
C.O.O-C(=O)-C-C=O,16
O.C-C(-C)-N-C(-C)-C,16
C.Cl.C-C-C.C-C-C,16
O.O.[O&-].Br-C,16
C-C(-C)-C1-C-C-C(=O)-C-C-1,16
Cl.Cl.Cl.O.c.Cl-C(-Cl)(-Cl)-O,16
O.c.C-C-N(-C1=C-C-C-C-1)-C-C,16
C-O-c1:c:c:c(-[C&*&H1]-C):c:c:1,16
Cl.O.C-C-O-P(=O)-O-C-C,16
C-C-C.C-C-O-C=O,16
C.F.C-C-O,16
[O&-].C=O.Cl-C(-Cl)(-Cl)-C=O,16
O.C-N(-C)-C(-O-n:n:n:c)=[N&+](-C)-C,16
Br.Br.C.O,16
O-C-C1-c2:c:c:c:c:c:2-c2:c:c:c:c:c:2-1.O-C=O,16
C-C(-C)(-C)-C,16
C.C.O.O.C-C(=O)-O-[B&H1&-](-O)-O-C(-C)=O,16
C-C(-C)-C.C-C(-C)(-C)-O-C=O.C-C(-C)(-C)-O-C=O,16
O.C-C(-C)-C.C=O,16
O.Br-c(:c):c:c.C-O-C(=O)-C-N,16
O.O.O=C-C-C-C=O,16
F-C(-F)(-F)-C(-F)(-F)-C(-F)(-F)-C(-F)(-F)-S(-O)(=O)=O,16
O.C-c1:c:c:c:c:c:1.O-C=O,16
Cl-c1:c:c:c(-O):c:c:1,16
C.Br-C,16
C.C.O.C-C-C,16
Cl.Cl.c:c:c:c:c,15
O.C-c1:c:c:c(-F):c:c:1.C-c1:n:c(-n(:c=O):c:n):s:c:1-C(-O)=O,15
C.C.C.O.[O&-],15
O=C-C-O-c1:c:c:c:c:c:1,15
C-O.O=C1-C-C-C(=O)-N-1,15
C-C.C-C-O-C=O.C-C=O,15
C-C-C-C-C-C-C-C-C-C-C-C-n1:n:n:c(-N):n:1,15
C.O.C-[#14](-C)-C(-C)(-C)-C,15
C-C-O-C(-C)(-O)-O-C-C,15
Cl.N.O,15
C-[O&-],15
O.C-C=O.C-O-P(=O)-O-C.[N&+]=[N&-],15
O.C-C-N=C=N-C-C-C-N-C,15
C.O.C-C(-C)-C,15
N.S,15
C-S(=O)=O.C-S(-O)(=O)=O,15
C-O-C(=O)-N-[C&*&H1](-C(-C)-C)-C(=O)-N1-C-C2(-C-[C&*&H1]-1-c1:[n&H1]:c(-c3:c:c:c(-c4:c:c:c5:c:c(-c6:[n&H1]:c(-[C&*&H1]7-C-C-C-N-7):n:c:6):c:c:c:5:c:4):c:c:3):c:n:1)-O-C-C-O-2,15
C-C.[N&+]=[N&-],15
I.C(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,15
C-C.C-c1:c:c:c(-S(=O)=O):c:c:1,15
Cl.C=C-B1-O-B-O-B(-C=C)-O-1,15
Br.C-C=O.O-B-O,15
Br.C-C-C.C-C(-C)-O-B-O-C(-C)-C,15
C.C-C.C-C1(-C)-C-C(-C)(-C(-O)=O)-C-N-1.O=C-N-c.[n&H1]1:c:c:n:n:1,15
Br.C-C1(-C)-O-C-O-C-1(-C)-C,15
Br.C.C-C-C-C-[#50](-C-C-C-C)-C#C-C,15
O.Br-C.C-C.C-C-O,15
Br.C-c1:c:c:c(-S(=O)=O):c:c:1,15
C.C=O.c:c:c:c:c,15
C-C-C.O=C-O-C-c1:c:c:c:c:c:1,15
O.C-O-c1:c:c:c(-C):c:c:1.C-O-c1:c:c:c(-C):c:c:1,15
Br.C-C(-C)-C(-C)(-C)-O-B-B1-O-C(-C)(-C)-C(-C)(-C)-O-1,15
Cl.c:c,15
N-C=N,15
Br.C.O.C-C-O,15
C.C.C.Cl.C-C-C,15
O.O.c:c:c:c:c,15
O.N-C-N,15
S.Cl-P(-Cl)=O,15
Br.O.C-O,15
C.Cl.Cl.Cl.O.O.C-C(-C)-C.C-C1(-C)-O-B-O-C-1(-C)-C,15
Cl.n:n,15
C.C-N-C=O,15
C-c1:c:c(-C):n:n:1,15
N.O-C(-C-[O&-])-C(-O)-C(=O)-[O&-],15
C.C.C.Cl.C-O,15
N.N.C-O-c:c(-F):c.c:n,15
C-C-C-C.C-C-C-C,15
O.C-C-S,15
C-C(-O)=O.C-C(-C)(-C)-O-C=O,15
O.O.S-c,15
C-C=O.C-c1:c:c:c:c:c:1,15
C1-C-N-c2:c:c:c:c:c:2-C-1,15
F.O.F-[P&-](-F)(-F)(-F)-F,15
C.O.O-S(=O)(=O)-c(:c:c):c:c,15
C.O.C-C.C-C.O-C=O.[N&-]=[N&+]=N-P(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,15
O.O-c1:c:c:c:c:c:1:n:n,15
F-C(-F)(-F)-C(-O)=O.F-C(-F)(-F)-C(-O)=O.c1:c:c:c:c:c:1,15
C-C-O.O-B-O,15
Cl.[O&-].[O&-],15
O.O.C1-C-C-O-C-C-1,15
C-C.C-C.C-C.O-C=O.O=P(-N=[N&+]=[N&-])-O-c1:c:c:c:c:c:1.c:c:c:c:c,15
C.O.O=C1-C-C-C(=O)-N-1,15
C-[#14](-C)-C(-C)(-C)-C.C-[#14](-C)-C(-C)(-C)-C.O-B-O,15
C-O-c1:c:c:c(-C=O):c:c:1,15
S.S.[O&-],15
Br.[#30&+].C-C(-C)(-C)-O-C=O,15
O=[N&+]-[O&-].O=S(=O)(-[O&-])-c:c:c,15
N=C=S,15
C-C(-C)-C.c1:c:c:c(-C(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:c:1,15
C-C(-C)-C.C-c1:c:c:c:c:c:1,15
F.[N&+]=[N&-],15
C.O=C-O-C-c1:c:c:c:c:c:1,15
C.C.Cl.Cl.O,15
C.C.Cl.N.C=O,15
C.N.C-C,15
Cl.C-C.O-B-O,15
O.C-C-O.C-C=O,15
O.O.C-N-C,15
O.C-N(-C)-[P&+](-O-n1:n:n:c2:c:c:c:c:c:2:1)-N(-C)-C,15
O.c:c:n,15
C.C.Cl.C-C-N-C(-C)-C,15
F.Br-C-c1:c:c:c:c:c:1,15
Cl-c1:c:c:c:c:c:1,15
O.Cl-c1:c:c:c:c(-n2:n:c(-C=O):c:c:2-c2:c:c:c:c(-O-C-C-O):c:2):c:1,15
C-C-C.C-C=O,15
N.N.Br-C,15
N.O.O.n:n:c1:c:c:c:c:c:1,15
C-C.C-[#14](-C)-C,15
C-C(-C)(-C)-O-C=O.F-C(-F)(-F)-S(-O)(=O)=O,15
O.C-C-O.c1:c:c:c(-[P&+](-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:c:1,15
F.O-B(-O)-c1:c:c:c:c:c:1,15
C.N.O.[O&-],15
O.C-C-N,15
O.O.c1:c:c:c:c:c:1,15
I.F-c1:c:c:c2:o:c(-c3:c:c:c:c:c:3):c:c(=O):c:2:c:1,15
O.O.[C&-].F-C(-F)-F,15
I.C1-C-C-O-C-C-1,14
Cl.Cl.C-C-O-C-C,14
Br.Cl.O-B-O.O-B-O,14
Cl.B1-O-C-C-C-O-1,14
Cl.c:c:c:n,14
Br.C.c:c:c,14
O-C-[C&*&H1]1-O-[C&*&H1]-[C&*&H1](-O)-[C&*&H1](-O)-[C&*&H1]-1-O,14
O.C-C(-Cl)(-Cl)-Cl.Cl-C(-Cl)(-Cl)-C-O-C=O,14
C-C-N=C=N-C-C-C-N-C,14
O.O.O.O.[O&-],14
Br.C-C=O.C-C=O.C-C=O.C-C=O,14
O.O.c:c:c(-O-C-C-N1-C-C-C-C-C-C-1):c:c,14
[I&+]-c1:c:c:c:c:c:1,14
O.C-C(-C)-C-n1:n:c(-c2:c:c:c(-C):c(-F):c:2):c(-C):c:c:1=O.C-C(-C)(-C)-O.C-S(-O)(=O)=O,14
C-C-O-O-O,14
C-N-C.C-[N&+]-C.O-C=O.c1:c:c:c2:n:n:n:c:2:c:1,14
[n&+]1:c:c:c:c:c:1,14
C/C=C,14
C-C(-F)(-F)-F,14
Br.C.C.O.O,14
O.C-C-O-C(-C)=O,14
C-C-O-C=S,14
O.n.O-[P&+](-N1-C-C-C-C-1)(-N1-C-C-C-C-1)-N1-C-C-C-C-1.c:c:c:c,14
O.Br-C.C-N-C,14
O.[n&H1]:n,14
O.O.[O&-].[O&-].C-O,14
O.n.C-N(-C)-C(-O)=[N&+](-C)-C.c:c:c:n,14
O.O.C-O-c1:c:c:c(-P(=S)-S-P(=S)-c2:c:c:c(-O-C):c:c:2):c:c:1,14
F.C-C-C-C,14
O.c:c:c:n,14
C.C.O.c:c:c:c:c,14
C.C.Cl.O.O,14
C-C-S.Cl-S(=O)=O,14
Br.C-C-C.C-C-C.C-C-C,14
C-C=O.C-C=O.C-C=O.C-C=O.C-C=O,14
Cl.O.O-C=O,14
C.Cl.c.C-C-N-C-C,14
c1:n:c:n:n:1.c1:n:c:n:n:1,14
Br.C.[#3],14
Br.N.O-S(=O)=O,14
O.O.C=C,14
O.C-C(-C)-c1:c:c:c:c:c:1,14
Cl.[#12&+],14
O.[O&-].C-C-C,14
O.O-n1:c:c(:c:c:c):n:n:1,14
S.[O&-],14
Br.C-O-C=O,14
C-C(-O)-O-C(-C)-O,14
N.F-B-F,14
O.[O&-].[O&-].C-O,14
I.Cl-[#12],14
Cl.F.F.F,14
C-[#14](-C)-C.C-[#14](-C)(-C)-O,14
Cl.C-O-c1:n:c:c:c:c:1-[N&+](=O)-[O&-],14
O.C-O-P(-O)(=O)-C(=[N&+]=[N&-])-C(-C)=O,14
Cl.O.c,14
Cl.C-C-Cl,14
O.C-N.C-C(-C)(-C)-O.C-C(-C)(-C)-O-C=O,14
[n&H1]1:c:c:c2:c:c:c:c:c:1:2,14
[N&-].C-[#14](-C)-C,14
F.O.O,14
C-C-O.C-C-O-C=O.C-C(-C)(-C)-O,14
Br.O.[O&-].[O&-].C-C1(-C)-O-B-O-C-1(-C)-C,14
