Leaving Group,Count
O.O.C-N(-C)-C(-O)=[N&+](-C)-C,1
Cl.C-O-C.C-c:s.O=C1-N-c2:c:c:c:c:c:2-C(-c(:c):c:c)=N-C-12-C-C-2,1
C-C-C(=O)-c1:c:c(-C(-F)-F):c:c(-C(-F)(-F)-F):c:1.F-C(-F)-F,1
F.Cl-c1:c:c(-C#N):n:c(-Cl):c:1-Cl,1
O.C-O-c1:c:c:c(-C(-c2:c:c:c:c:c:2)-c2:c:c:c(-O-C):c:c:2):c:c:1,1
O.O=C-c1:c:c:c2:c(:c:1)-N-c1:c:c:c:c:c:1-S-2,1
Br.C.O.c.C-C.C-C-[C&H2&-].c:n,1
C.O.C-O.C-N-c1:c:n:c:c:c:1-c1:c:c(-O-C):c:c:c:1-F.F-C(-F)-F,1
O.C-C-[P&H1](-C-C)-C-C.C-O-C,1
C.C-O.C-C=O.C-C(-O)=O.C-C(=O)-[O&-].C-C(=O)-[O&-],1
C-O-C=O.C-c1:c:c:c:c:c:1-[N&+](=O)-[O&-],1
C.C.O.[#3].C-C-C.c1:c:c:c(-[P&+](-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:c:1,1
Cl.O.C-C(-C)(-C)-N1-C-[C&*&H1](-C=O)-[C&*&H1](-c2:c:c:c(-F):c:c:2-F)-C-1.C=O.c:c:n,1
C-N(-C)-C.[n&H1]1:c:n:c2:c:c:c:c:c:2:c:1,1
O.C-c1:c:c:c2:c:c:n(-S(-C)(=O)=O):c:2:c:1,1
C.C-C-N.C-O-C(=O)-c1:c:c:c:c:c:1,1
C.c.C-C-N-C-C.C-C=O.Cl-C-C=O,1
C-C-O-C-C-O.Cl-P(-Cl)=O.C1-C-C-N-C-C-1,1
Br.c.Br-C,1
C.C-C-C-[C&*&H1]-C-O.C-C-O-S(-C)(=O)=O.O=C-O-C-c1:c:c:c:c:c:1,1
C.C.O.C-C.c:c:c,1
C.N.O.C-C(=O)-O-[B&H1&-](-O)-O-C(-C)=O.C-[C&*&H1](-N-C(=O)-C-N-C(=O)-c1:c:c:c:c(-C(-F)(-F)-F):c:1)-[C&*&H1]-C-C-C(-O)=O,1
C.C.O.C-c:c(-C):c:c:c,1
O.C-O.C-C-C-C-[#50](-c)(-C-C-C-C)-C-C-C-C,1
C.C.C-C.C-C-C.C-C-S,1
Cl.Cl.Cl.Cl.Cl.C-C,1
c.Br-c(:c):c:n:c-C(-O)=O,1
C.O.[#3].[O&-].Br-c1:c:c:c:c:c:1.C-C,1
C.C.C.Cl.Cl.F.F.F.S.O-C=O.O-C=O,1
O.C-C.C-C(-O)=O.[N&+]=[N&-],1
Cl.C-C-C.C-[#14](-C)-C(-C)(-C)-C.C-[#14](-C)-C(-C)(-C)-C,1
O.C-C.C-C-C-C.C-S(-O)(=O)=O,1
C-C-C-O.F-C(-F)(-F)-S(-O)(=O)=O,1
O.O.O.O.C-C=S,1
C.C.C-C.C-C-C.C-C(-C)(-C)-C-Cl.N-C-C1-c2:c:c:c:c:c:2-C-C-c2:c:c:c:c:c:2-1.O-C=O.c:c:c:c.c1:c:c:c:c:c:1,1
N.O.C-C-O-C=O.C-C-O-C=O.Cl-C-C-c:n:c-c1:c:c:c:c:c:1.O-c(:c):c:c:c,1
Br-C-C-C-C-C,1
C-C-C.C-C-C.Cl-c1:c:c(-Cl):n:c(-C-F):n:1,1
C.C-C.C-C-O-C-Cl.N-C-C-c:c,1
Cl.C-C-C-C.C-C-C-C.O=S(=O)-c1:c:c:c:c:c:1,1
C.[#3].C-C.C-C-C.Cl-C-C=O,1
C-C(-C)-O-C(=O)-N1-C-C-C-C(-N(-C-c2:c:c(-C(-F)(-F)-F):c:c(-C(-F)(-F)-F):c:2)-C(-C)=O)-c2:c:c:c(-C):c:c:2-1,1
Br-c1:c:c:c(-C(=O)-c2:c:c(-[N&+](=O)-[O&-]):c:c:c:2-C):c:c:1.F-C(-F)-F,1
O.O.C-S-[C&*&H1]1-C-N(-C=O)-[C&*&H1](-C-O)-C-1.O-C-c1:c:c:c:c:c:1.c:c:c:c:c,1
F.O.C-C-C-O.Cl-c:c:c:c:c,1
N.C-c1:c:c:c:n:c:1,1
C-c1:c:c:c:n:c:1.c:s,1
O.Cl-P-Cl.O=[N&+]-[O&-],1
Br.C.C-O-c1:c:c:c(-C(-C)-C):c(-O-C):c:1.c:c:c:c,1
O.O-n:n:n.C1-C-C-N-C-C-1,1
C.Br-c1:c:c:c(-C=C):c:c:1,1
Cl.Cl.[O&-]-C-[O&-],1
C-C-C.Cl-C-O,1
C-C.C-C-C.C-C-C.C-C-C.O=C-N=[N&+]=[N&-],1
C.O.O.O-S(=O)=O.c:c:c:c:c,1
C.O.O.C-C(-C)-C.Cl-C=O,1
O.C-C-C-N.O-C=O,1
C.O.O.O.O.C-C(-C)(-C)-O-O.C-C(-C)(-O-O)-c1:c:c:c:c:c:1.c1:c:c:c:c:c:1,1
O.C-S(=O)(=O)-O-S(=O)=O,1
Cl.Cl.Cl.Cl.N.O,1
[#3].C-C-C.C-C(-C)(-C)-O-C(-N)=O,1
Br-[#12].C-C.C-C(-O)=O,1
F-c1:c:c:c(-S(=O)=O):c(-F):c:1,1
Br.C.C.[#3].C-O.C-C-C-C,1
C.Cl-c1:c:c:c(-c2:n:c3:c:c:c(-F):c:c:3:n:2-C(-C2-C-C-C-C-C-2)-C(-O)=O):c:c:1,1
Cl.C-C-C.C-C-C.C-O-c1:c:c:c(-C):c:c:1.C-C(-C)-c:c:c(-C(-C)-C):c.C1-C-C-C(-P-C2-C-C-C-C-C-2)-C-C-1,1
O.[C&-].[O&-].[O&-].C-c1:c:c:c(-S(=O)=O):c:c:1.C-C(-C)(-C)-O-C=O,1
C.C.C-C.C-C-C-N-C(=O)-C(-F)(-F)-F,1
C.C.C-I.N-C1-C-C-C-C-C-1,1
Br.O.C-C-S,1
C.O.c:n:c:n:c,1
Br.O.F-C(-F)(-F)-c:c,1
C.Cl.[#1].Cl-C=O,1
C-C(-C)-C-C-O.C=O.c:c.c:c:c,1
O.O.O.O.O.C-[C&*&H1](-N-C(=O)-C(-Cl)-Cl)-[C&*&H1](-O)-c1:c:c:c(-[N&+](=O)-[O&-]):c:c:1.C=O.O-C(=O)-C-C-C-C-[C&*&H1]1-S-C-[C&*&H1]-[C&*&H1]-1,1
C-C-C-O.O=c:o,1
C.O.[#3].C-O.C-c1:c:c:c:c:c:1,1
C.C.C.C.N.C-C-C-N-C.F-[B&-](-F)-F.C1-C-C-N-C-1,1
N-C(=O)-C-C-[C&*&H1](-N)-C(-O)=O,1
C.O.c.C-C.C-N-C.F-C(-F)(-F)-C=O,1
C.O.[O&-].C-c1:c:c:c(-S(-O)=O):c:c:1.c:c:c:c:c,1
Br.[O&-]-P(-[O&-])-[O&-],1
O.O.O.[N&H1&-],1
C.O.C-C-c1:c:n:c:c(-N-C2-C-C-C-c3:c:c:c:c:c:3-2):n:1,1
C.C-C-C(-Cl)=O,1
O.[#3].[#3].O=c,1
C.O.C-O.C-N1-C-C=C(-O)-C-1=O,1
Br-c:c:c:c,1
C-S(=O)-O-C1-C-C-O-C-1,1
O.C-N-C=O.C-O-P(=O)-O-C,1
O.O.O.O.O.O.[O&-].[O&-].C-C-O.n:n,1
C.C-c:c-B1-O-C(-C)(-C)-C(-C)(-C)-O-1.c:c1:c:c:c:c:n:1,1
C.C.[O&-].C-C-O-C(=O)-C(-C)=N.O-S(=O)(=O)-c(:c):c:c.c:c:c:c,1
C.C.O.C-C-C-C.Cl-P(-Cl)=O.c:c,1
C-C-C.C-C-O-C(=O)/N=N/C=O.c:c:c.P(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,1
C.C.O.C-O.O-S(=O)=O.O-c1:c:c:c(-O):c:c:1,1
C.C.O.C-C.C-C-N-C(-C)-C.C-N-C.N-c1:c:c:c:c:n:1,1
C.C.C-C-N=C=N.O-C=O.c:c.c1:c:c:c2:n:n:n:c:2:c:1,1
C-N(-C)-N,1
Br.C.C.C.O.O.[#3].C-N(-C)-C,1
C-S.Cl-C(-Cl)-Cl,1
Br.C-C1(-C)-O-B-O-C-1(-C)-C.C=O,1
Cl.C-C-C.C-C(-O)=O,1
N.O.[O&-].[O&-].n.F-c1:c:c:c(-C-C(=O)-N-C=S):c:c:1,1
O-C=O.[O&-]-[N&+]-c1:c:c:c:c:c:1-c1:c:c:c:c:c:1,1
C.Cl.C-O.C-C-C.c:c:c:c,1
C.O.c.C-C-C-C-C-C-C-C(-O)=O,1
Cl-P(-Cl)(-Cl)-Cl.N-N-c1:c:c:c:c:c:1,1
O.[O&-].C-C.N-C=O,1
Br-C-C-C.O-C1-C-C-C-C-O-1,1
C.C.C.C-C1(-C(-O)=O)-C-C-N(-C(-O)=O)-C-C-1,1
C.C.C-C-C-c1:c:c(-C(-O)=O):n:c(-S(-C)(=O)=O):n:1,1
[#3].C-O-C-C-[#14](-C)(-C)-C.O=C-c,1
C-O-c1:c:c:c(-C(-O-C-[C&*&H1]2-O-[C&*&H1](-n3:c:c:c(=O):[n&H1]:c:3=O)-[C&*&H1](-O-C-O-C-C(-C(-F)(-F)-F)-C(-F)(-F)-F)-[C&*&H1]-2-O)(-c2:c:c:c:c:c:2)-c2:c:c:c(-O-C):c:c:2):c:c:1,1
O.N-c1:c:c:c(-C=O):c:c:1,1
C.C.O.C-O.C-C-N-C(-C)-C.C-C(-C)-C-[C&*&H1](-C=O)-N1-C-C(-O-c2:c:c:c:c(-Cl):c:2-Cl)=C-C-1=O,1
C.C-C-O-C(=O)-C-C#N.C-N(-C)-C,1
C.O.C-C-N-C-c1:c:c:c(-c2:c:c(-C(-N)=O):c3:[n&H1]:c:c:c:3:c:2):s:1.C-C-S(=O)=O,1
Cl.Cl.O.O.[O&-].C-C.C-C(-C)(-C)-O-C=O,1
Br.C-O-c1:c:c:c(-[C&*&H1]-C):c:c:1.C-C(-C)(-C)-O-C=O.C-C1(-C)-O-B-O-C-1(-C)-C,1
O.C-N-C.C-O-c1:c:c:c(-C(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:c:1,1
O.I-N-C=O.S=S(-[O&-])-[O&-],1
Cl.O.O.[O&-].C-c1:c:c:c(-S(=O)=O):c:c:1,1
Cl.Cl-P(-Cl)(=O)-C(-O)=O,1
C.O.Br-c1:c(-F):c:c:c(:c:1-C=C)-C-C-C(=O)-O-C.C-C=O,1
C.O.C-c1:c:c:c(-S(-O)=O):c:c:1,1
C.Cl.O.O.C-C.N-C-C-C-N,1
Cl-P(-Cl)=O.C1-C-N-C(-C-O-c2:c:c:c:c:c:2)-C-1,1
Br-[#12].C-C.C-C-C-C-O-C=O,1
O.C-C(-C)-C.C-C(-C)(-C)-C-O,1
C.C-C-O-C(-C)=O.c:c:n,1
Cl.O.[O&-].[O&-].C-C(-C)-[#14](-C(-C)-C)-C(-C)-C,1
C-C.C-C(-C(-O)=O)-C-c,1
C.c:c:c.P(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,1
C-O-c1:c:c:c(-C):c:c:1-c1:c:c:c:c(-[N&+](=O)-[O&-]):c:1,1
O.O.O.O.C-C-C,1
C-C(-C)(-C)-O-C(=O)-n1:n:c(-c2:c:c:c(-O):c:c:2):c(-C#N):c:1-N,1
Br-[#12].C-C.C-C-O.C-C-C-C.C-C-C-C.C-C-C-C-O,1
C-C-N=C=N.C-N-C.C-N-C.C-N(-C)-C-C-C-N=C=N.[n&H1]:n,1
C.C.N.O.O.O.O.O.C-C.C-O.C-C(-C)(-C)-O.C-C(-C)(-C#N)-N=N,1
[#3].C-C-O.C-C-O.C-C-O,1
Cl.C-C-C-C-C-C-N-C-C-C-S(-O)(=O)=O,1
Cl-N(-Cl)-C=O.c:c:c:c:c,1
C-C-O-C(=O)-C-n1:c:c:n:n:1.C-c:c:c.Cl-c1:c:c:c:c(-N-c2:c:c:c(-F):c:c:2-F):c:1,1
O.C-N.C-[C&*&H1]-C(-O)=O.N-[C&*&H1]-C(-O)=O.N=C=N-C1-C-C-C-C-C-1.O-C-c1:c:c:c:c:c:1.O=C-[C&*&H1]1-C-C-C-N-1-C(=O)-O-C-C-c1:c:c:c:c:c:1.c:c:c:c.c1:c:c:c2:n:n:n:c:2:c:1,1
C.C.Cl.C-C.C-C-C-C-C-C.C-S-C,1
S.Cl-c1:c:c:c:c(-F):c:1.S=C1-N(-c2:c:c:c:c:c:2)-C-c2:c:c:c:c:c:2-1,1
C.Cl.C-C1-O-B-O-C-1(-C)-C,1
Br.C-n,1
C.C.O.O.Cl-c1:c:c(-N):c:c:c:1-O-C-c1:c:c:c:c(-F):c:1,1
F.F.Br-c1:c:c:c(-F):c:c:1.C-C(=O)-O-C-C(=C)-F.c1:c:c:c:c:c:1,1
O.Cl-c1:c:c:c:c(-N2-C-C-C(-O)-C-C-2):n:1,1
Br-C-c1:c:c:c:c:c:1.C-C,1
C-C.C-C-O-C(-C)=O.C-C=O,1
C.O.C-C.C-O-S(-C)(=O)=O,1
c.c.c:c:c:c.c:c:c:c,1
C.C.Cl.C-C=O.c:c,1
C.O.O.O.C-N-C.C-C(-C)-C,1
O-C(=O)-c1:c:c:c:c:c:1.c:c:c:n.n:o,1
C.O.C-O.C-O.C-N-C,1
C-S-c1:c:c:c:c(-n2:c:c:c:c(-c3:c:c:n(-c4:c:c:c:c:c:4):n:3):n:2):c:1,1
C-O-C-c(:c):n:c(-N(-N)-c1:c:c:c:c:c:1):n,1
F.F.C-O.C-S(-C)(=O)=O.F-C(-F)(-F)-c1:c:c(-C=O):c:c(-C(-F)(-F)-F):n:1.O-B(-O)-c1:c:c:c:c:c:1,1
I.C-C.C=O,1
C.C.[O&-].c.C-c1:c:c:c(-I):c:c:1,1
Cl.O=C-c1:n:c(-C2-C-C-2):c:s:1,1
O.O.C-O-C(-N)=O.C-O-C(=O)-N-[C&*&H1](-C(-C)-C)-C(=O)-N1-C-C-C-[C&*&H1]-1-c1:[n&H1]:c:c:n:1.O-C-C-O.O-C(=O)-N1-C-C-c2:c:c:c:c:c:2-[C&*&H1]-1-C(-O)=O.c:c.c:c:c:c:c.c:c:c(-c1:c:c:c(-c2:[n&H1]:c(-[C&*&H1]3-C-C-C-N-3):n:c:2):c:c:1):c.c1:c:c:c:c:c:1,1
C.C.C-C-C.C-C-C,1
Cl.C-c:c:c:c,1
C-[C&*]12-C-C-[C&*&H1]3-[C&*&H1]4-C-C-C-C(-F)=C-4-C-C-[C&*&H1]-3-[C&*]-13-C-[C&*&H1]-3-C-[C&*&H1]-2-O,1
C.F.O.[O&-].[O&-].C=O.C#N,1
C.C-C.N#C-C-O.O=C-O-C-c1:c:c:c:c:c:1.c1:c:c:c:c:c:1,1
C.O.C-O-C(=O)-[C&*&H1](-C)-N,1
Br.I.C-c:n-C-C(-O)=O.Cl-c1:c:c:c(-S):c:c:1.O-B-O.c:c:c,1
C.C.O.C-[N&+](-C)=C-N=C,1
C-C.C-C-C.C-C-C.C-C-O,1
Br.C-C-C-C-[#50](-C-C-C-C)-C-C-C-C.C-N-C,1
O.C-O.C-S.N-c,1
C-O.C-C(-N)-c(:c:n):n:n.c1:c:c:c:c:c:1,1
C.Br-c1:c:c:c:c:n:1.C-C=C,1
C-C.C-C.C-C.Cl-C=O.O-C(=O)-c,1
Br-C-c1:c:c:c(-O-C(-F)-F):n:c:1.O-B(-O)-c(:c):c,1
[O&-].C-O-c1:c:c(-C(-C)(-C)-C):c:c(-C(-C)(-C)-C):c:1,1
C-C(-C)-C.C-C(-C)-C-[C&*&H1](-O)-[C&*&H1](-O)-[C&*&H1](-N)-C-C1-C-C-C-C-C-1,1
Br.C.Cl.O-B-O.c:c:c,1
O.C-S(=O)(=O)-O-N=C-Cl.N=C=O.c:c:c:c,1
F.[#11].C-[#14](-C)-C,1
S.C-C(-C)(-C)-O-C=O.C-C(-C)(-C)-O-C=O,1
O.C-C-O-P(-C)(=O)-O-C-C.C-C-C1=N-C-C-C-N-1-C-C,1
s.N-S(=O)=O.c:c:c:c,1
O.C-C.c:c:c:c:c.c1:c:c:c:c:c:1,1
C.Cl.O.[O&-].O=C-[O&-],1
C-C-O-c1:c:c:c:c(-I):c:1-O-C(-C)=O.C-C(-C)-C,1
C.C.O.O=P(-[O&-])-[O&-],1
O.c.C-C-N-C-C.C-C(-C)-C,1
Br-[#12].C-O-C-C=O,1
N.O.[B&H3&-].[O&-],1
C-C-O-C(=O)-c1:c:n:c2:c:c(-Cl):c(-F):c:c:2:c:1,1
C-O-c(:c:c):c:c,1
O.C-c1:c:c:c(-C-c2:c:c:c:c:c:2):c:c:1,1
C-O.O-C(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,1
O.O.[O&-].c:c:c.P(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,1
O.n.C-C-C-C.C-N(-C)-C(-O)=[N&+](-C)-C.c:c:c:c,1
C-C(-C)(-C)-C=O.C#N,1
F.O.F-c:c(-N1-C-C-N-C-C-1):c.n:n-c1:c:c:c:c:c:1,1
C.C-N1-C(=O)-C(-C-c2:c:c:c:c:c:2)-N=C(-c2:c:c:c(-O):c:c:2)-c2:c:c(-Cl):c:c:c:2-1,1
C.C.C.C.Cl.C-C-n(:c:c-C(-O)=O):c1:c:c:c(-F):c(-F):c:1-F,1
N.O.n.C-C-C-N.C-C(-C)-C.Cl-C(-O)=O.O-B-O.O=[N&+](-[O&-])-c(:c):c:c,1
C-[C&*&H1]1-O-[C&*&H1](-O-C-[C&*&H1]2-O-[C&*&H1](-O)-[C&*&H1](-O)-[C&*&H1](-O)-[C&*&H1]-2-O)-[C&*&H1](-O)-[C&*&H1](-O)-[C&*&H1]-1-O,1
C.C-C-O-C.C-N-C.F-c1:c(-C=O):c:c:c:c:1-C(-F)(-F)-F.[n&H1]:n:c,1
O.[n&H1].C-C-O-C(=O)-C-N,1
[n&H1&+].C-C-C-C-C-C.C-C=C-O,1
N.C-C=O.C-C=O.C-C=O.C-c:c:c(-C):n,1
C.C-C-C.C-C-C-N,1
C.C.C.Cl.O.c:n,1
Br.C.C-C.C-C-C-C-[#50](-C-C-C-C)-C-C-C-C,1
N.O.C-O-c1:n:c(-c2:c:c:c(-C3(-N-C(=O)-O-C(-C)(-C)-C)-C-C-C-3):c:c:2):c(-c2:c:c:c:c:c:2):c:c:1-N,1
c.Br-c1:c:c:c:c(:c:c:c-Cl):c:1,1
C.N.O.O.[O&-].Br-C.C-N-C,1
C-C-N-[C&*&H1](-C-c1:c:c:c(-O):c:c:1)-C(-O)=O,1
Cl.[#30&+].C-O-C,1
C.I.C-C.C-C-C-C-[N&+](-C-C-C-C)-C-C-C-C.C-[#14](-C)(-C)-c1:c:c:n:c(-C#C):c:1,1
Cl.O.[#3].C-O.C-O.C-C-C.C-[#14](-C)-C(-C)(-C)-C,1
C-C-O.O-c:o:n,1
N.c.N-C-c.N-c:c.c:n,1
O.C-S-S-C,1
C-C(-C)-[N&-].C-N1-C-C-C-N(-C)-C-1,1
C.C.C.C.O.C-C.C-C-C,1
O-C(=O)-O-c1:c:c:c:c:c:1,1
C.C.C.C.[O&-].C-C=C.c:n,1
Cl.C-C.C-C.C-C.C-C(-C)-N,1
C-C#C-C-O-c1:c:c:c(-S(-N)(=O)=O):c:c:1.C-C(-C)-C,1
C.C.O.O.o.Br-c1:c:c:c(-C):c(-C(=O)-O-C):c:1-O-C.c1:c:c:c:c:c:1,1
C.C.C.C-C-N-C=O.C-C1(-C)-O-B(-c2:c:c:c(-N):c:c:2)-O-C-1(-C)-C,1
Cl.C-c1:c:[n&H1]:c2:n:c:n:c:c:1:2,1
C.C-C-O-C(=O)-C-C-S-c1:c:n:c(-N-C=O):s:1.C-C1-C-C-1,1
C.C.C.C.C-C-C=O.c:c,1
C.C-C#N.c:c:c:c,1
C-C(-C)(-C)-O-C=O.C-S(-O)(=O)=O.O=[N&+]-[O&-],1
Cl.O.C-C-C-C-C-C-C-C-C1-C-C(-C-Cl)-C-1,1
Br.C.C.C-C.C-C-O-C-C.c:c:c:c,1
N.O-c1:c:c:c(-C2(-c3:c:c:c(-O):c:c:3)-O-C-c3:c:c:c:c:c:3-2):c:c:1,1
c1:c:n:n:n:1,1
O-C-c1:c:c:c:c:c:1-C=O,1
Br.O.F-C(-F)(-F)-C-O.O-B-O,1
C.C.C-C-C-C-[#50](-C-C-C-C)-C-C-C-C,1
Br.C-[#34],1
Br.C-c1:c:c:c:c:c:1-S(=O)(=O)-N-C-C-N1-C-C-O-C-C-1,1
F.O.C-C.O-C(=O)-c1:n:c:c:c(-c2:c:c:c(-O-c(:c:c):c:c):c:c:2):n:1,1
Cl.N.C-C.C-C-O-C-C,1
O.O.c.C-N-C.n:n,1
C-O-c1:c:c:c(-C):c:c:1.C-C(-C)(-C)-[#14](-C)(-C)-O,1
O.S-C-c,1
O.O.C=O.n:c:s,1
C.C-C-C-C-c1:c:c:c(-O-C-c2:c:c:c3:c:c:c:c:c:3:n:2):c:c:1.C=N,1
Cl.C-C(-C)(-C)-O-C=O.O=S(=O)-c1:c:c:c:c:c:1,1
C.C.Cl.C-C.C-Cl.C-N.C-C-C,1
C/C=C\S-C,1
O.[O&-].[O&-].C-N(-C)-S(=O)=O,1
C-n(:c(=O):[n&H1]):c(=O):c:c(-C(-F)(-F)-F):c:c.F-C(-F)-F,1
c.C-C(=O)-c1:c:c:c(-C-O):c:c:1.O=c:c:c(-O-C-c1:c:c:c:c:c:1):c:n,1
F.F.F.C-C-c:n.C-C-N1-C-C-O-C-C-1.F-C(-F)(-F)-C-O.F-C(-F)(-F)-C(-O)=O,1
Cl.C-C-n1:c:n:c(:c(-N2-C-C-O-C-[C&*&H1]-2-C):n):c:1:n,1
C-C(-C-O-S(-C)(=O)=O)-C.C-N(-C(=O)-O-C(-C)(-C)-C)-C,1
Cl.N.N.C-N1-C-C-N-C-C-1.c:c:c:c:c,1
C-[C&*&H1]1-C-N(-C-c2:c:c:c:c(-c3:c:c(-C-N):c:c:c:3-F):c:2)-C-C-N-1,1
O.O.O.O.O.[O&-].[O&-].C-C(-C)-C-C-C(-O)-C-O,1
C-C-C-C1-C-C-C-C-C-1,1
C-O-C-C-[#14](-C)(-C)-C.C-c1:c:c:c(-S(=O)=O):c:c:1.C-c1:c:c:c(-S(=O)(=O)-n2:c:c:c3:c(-C(=O)-c4:n:c5:c:c:c(-C#N):c:c:5:n:4-C-O-C-C-[#14](-C)(-C)-C):c(-C(-F)(-F)-F):c:c:c:3:2):c:c:1,1
C-c1:n:c:c:s:1.C#C-[C&*]12-C-C-C-[C&*](-N-C(=O)-c3:c:n:c:c:n:3)(-C-C-1)-C-2.O-C=O.c1:c:n:c:c:n:1,1
Br.I.O.O=C-[O&-],1
C.C.O.O.c.C-Cl.C-C=O,1
Br-c1:c:c:c(-N):c(-F):c:1,1
C-C-C.C-C-C-C-[N&+](-C-C-C-C)-C-C-C-C.Cl-C=O,1
O=C-C-C-C-C-C-C-O-c1:c:c:c:c:c:1,1
C-C.C-C-C-C-[N&+](-C-C)(-C-C-C-C)-C-C-C-C,1
C.C.I.O.C-N,1
C.C.N.O.O.C-O.C-C-C-C-C-C-N-C(-C)=O.C-N-C.Cl-S(=O)(=O)-c1:c:c:c:c:c:1,1
Cl.I.N.O-B-O,1
C.I.[O&-].C-N,1
C-C-O.C-n1:c:c:c:n:1,1
C.C.C-C-O-C=O.C-C(-C)-C,1
C-c:c:c(-S-C1=C-S-[C&*&H1]2-N(-C-1-C(=O)-O-C(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1)-C(=O)-[C&*&H1]-2-N-C(=O)-C-c1:c:c:c:c:c:1):c:c=O,1
C.C.C.O.O.[O&-].C-O.O-S(=O)(=O)-c(:c):c:c,1
C.C.Br-c1:c:c:c(-C(=O)-C-N-C(=O)-C2-C3-C-C-C(-C-3)-N-2-C=O):c:c:1.C-C(-C)-C,1
O.C-C(-C)(-C)-O-C-C-O,1
Br.C.C.C.[n&H1].Br-c(:c):c(-C=O):c.Cl-c(:c):c:c:c-C=O,1
C.C.Cl.C-C1(-C)-O-B-O-C-1(-C)-C,1
C-C(-C)-C.O=[N&+](-[O&-])-c(:c):c:c,1
C-C-O-C.C-C=O.C-O-C=O,1
C.C.O.C-C-N-C-C.C-O-c1:c:c2:c:c:c:n:c:2:c:c:1-O-C-C-C-Cl.C-C(-C)(-C)-O.C-C(-C)(-C)-c1:c:c:c:c:c:1.N-c1:c:c:c(-O):c:c:1,1
C.C.C.C-O.C-C1=C-C2-C-C-C-1-C-2,1
C.C.c.C-C.C-C.C-C(-O)=O,1
Cl.C-c1:c:n(-c2:c:c:c:c:c:2):c2:c:c(-Cl):c:c:c:2:c:1=O,1
F.O.[O&-]-C-c1:c:c:c:c:c:1,1
C=C-C-C-O,1
O.[O&-].C-O-c(:c:c):c:c.C-O-c1:c:c:c:c:c:1.N-C-c:s,1
Br.O.C-C-C-C.O-C-C-O,1
N.C-C-O-C(=O)-c:c(-c1:c:c:c:c:c:1):c:s,1
C.C.C.C-S-c1:n:c(-Cl):c(-[N&+]-[O&-]):c(-O-C-C(-C)(-C)-C):n:1,1
C.C.C-C-C.C-C-C.C-C(-C)-c1:c:c:c:c:c:1-C-C(-O)=O,1
Cl.O.O.O.[O&-].C-C,1
O.C-C-C-C-O-C-C(-F)(-F)-C(-F)(-F)-C(-F)-C-O,1
I.I.C-N-O-C,1
O-C(=O)-N-c1:c:c:c:c:c:1,1
C-C-O.C#N.O=C-c(:c):c:c,1
C-C-O.C-[#13]-C,1
Cl.Cl.C-C.C-C.C-[#14](-C)-Cl,1
C-O.C-C(-C)(-O)-O-C=O.c:c:c:c:c.c1:c:c:c:c:c:1,1
N.c.C-N,1
Cl.Cl.N-C=O.S-c1:c:c:c:c:c:1,1
Cl-c:n:c:c.c:n,1
C-S.C-c1:c:c:c(-S):c:c:1,1
C.O.O.C-C(=O)-O-[B&H1&-](-O)-O-C(-C)=O.c1:c:c:s:c:1,1
N.O.[O&-].[O&-].c.O-[C&*&H1]1-C-[C&*&H1]2-C-[C&*&H1]-1-C-[C&*&H1]-2-N1-C(=O)-c2:c:c:c:c:c:2-C-1=O,1
C.O.O.O.C-c1:c:c:c:c(:c:c):c:1.N-C=O.c:c:c:c.c:c:c:n,1
s.Br-c:c:c:c,1
Br.Br.C-c(:o):c-C-C-O.C-C1(-C)-O-B-O-C-1(-C)-C.C-S(-O)(=O)=O.c:c,1
[O&-].C-[N&+](-C)(-C)-C.c:c:c:c,1
C.C-C-N(-C)-C-C.C-O-C=O,1
C.C.O.O.C-C-C(-C-c1:c:c:c:c:c:1)(-C(-O)=O)-C-C.C-C(-C)(-C)-O.C-C(-C)(-C)-O.N-c1:c:c:c:c(-O-C=O):c:1,1
C.C-C(=O)-C-C=O,1
C.O.C-C.Cl-C(-O)=O,1
C.[O&-].[O&-].C-I.C-N-C=O,1
C-O.O=[N&+]-[O&-],1
Br.Br-C(-F)-C(=O)-O-C-C,1
O.C-[#14](-C)-C-C-[#14](-C)-C,1
Br.Br.F-[B&-](-F)-F,1
C-C-O-C(-C)=O.Cl-P(-Cl)=O,1
O.O.[O&-].[O&-].N-c1:c:c:c(-[N&+](=O)-[O&-]):c:c:1,1
Cl.c:c:c.c:n:c,1
C-C-C.C-C-C.C-C-C.C-C-C.c:c:c:c,1
N.N-c1:c:c:c(-c2:c:c:c(-N):c:c:2):c:c:1,1
C.C-C.C-C-O-[#14](-C)-O-C-C.C-O-[#14](-O-C)-O-C(-C)-S(-C)(=O)=O.c:c:c,1
