Leaving Group,Count
Cl.Cl.Cl.N-c1:c:c:c:c:c:1,2
I.C-C=O.O-B-O,2
Br.C-C.C-C.C-N-c1:c:c:c(-[N&+](=O)-[O&-]):c:c:1,2
C-N-C-C-N-C(=O)-O-C(-C)(-C)-C.Cl-c1:c:c:c(-c):c:c:1,2
Br.[#3].C-C-C.C-C-C.C-C(-C)-O.c1:c:c:c2:c:c:c:c:c:2:c:1,2
C.C.F-C1(-F)-C-C-N-C-1.n:c1:[n&H1]:n:n:c:1,2
O.C-O.C-N-C.Cl-S=O,2
O.c.C-C=O,2
O.C-C.C-O.C-C-O-C(=O)-c1:c:c(-N-c2:c:c:c:c:c:2-O-C):n:c(-Cl):n:1.C-O-c:c:c:c:c.C1-C-C-C(-P(-C2-C-C-C-C-C-2)-c2:c:c:c:c:c:2)-C-C-1,2
C.Cl.C-C-N-C(-C)-C.C-C(-C)(-C)-O,2
c:c:c:c1:c-C-c2:c:c:c:c:c:2-N-1,2
I.[#3].C-N-C.C-N-C,2
C-N(-C)-C(-O-n:n:n)=[N&+](-C)-C.c:c:n,2
C.Cl.Cl.C-C-[#13&+].C-[C&*&H1]-O-S(-C)(=O)=O,2
C-O.C-O-C(=O)-C-C-C=O,2
N.C-N1-C-C-C-C-C-1,2
Br.N.N,2
C-C-C.C-C-C-C.Cl-C(=O)-c1:c:c:c:c:c:1,2
C-C(-C)(-C)-[#14](-C)(-C)-O-C(-C-O-c1:c:c:c:c:c:1)/C=C,2
c.O=c:c:c(-O-C-c1:c:c:c:c:c:1):c:n,2
C.C.C-C-N,2
Cl.O.C-N(-C)-C=[N&+](-C)-C,2
C.O.C-C-C-N=C=N-C-C.C-C-N(-C)-C,2
O=C-O-C-c1:c:c:c:c:c:1.c1:c:n:n:c:1,2
Cl.C-O.C1-C-C-C(-P(-C2-C-C-C-C-C-2)-c2:c:c:c:c:c:2)-C-C-1,2
C-C(-C)(-C)-c(:n):n:c-N1-C-C-C(-F)(-F)-C-1,2
C-n1:c:c:c(-C(-F)(-F)-F):n:1,2
C.C.C-[N&+]-C.c1:c:c:c2:n:n:n:c:2:c:1,2
I.N.O.c,2
N.Cl-c1:c:c:c:c(-N):c:1,2
O.O.C-C.C-C-O-C(=O)/N=N/C=O,2
C-C-C(=O)-N-I,2
O.Br-c1:c:c:c2:c(-C-C=O):c:[n&H1]:c:2:c:1,2
Br.C-C1(-C)-C-C-C(=O)-c2:c:c:c:c:c:2-1,2
Cl.Cl-c(:c-[N&H1&-]):c1:c:c:c:c:c:1,2
N.F-C(-F)-F,2
C-O-C(=O)-[C&*&H1](-N)-C-c1:c:c:c:c:c:1,2
C.C.C-S(=O)=O.C=O,2
C.C.O.C-C.C-C-C.C-N(-C)-C=[N&+](-C)-C.c1:c:n:c2:n:n:n:c:2:c:1,2
Br.C.C.O=C-[O&-].O=C-c,2
O.C-C(-C)(-C)-O-C=O.Cl-P(-Cl)=O,2
C.I.O.c:c,2
C.C.Cl.Cl.N.C=O,2
C.Cl.Cl.O.O.[O&-].C-C,2
O.Br-c1:c:c(-C=O):c:c:c:1-F,2
C.N.O.[B&H3&-].C-O,2
O.O.C1-C-C-N(-[P&+](-N2-C-C-C-C-2)-N2-C-C-C-C-2)-C-1.c1:c:c:c2:n:n:n:c:2:c:1,2
Cl.Cl.C=S,2
C.C.C.C.O.C-N(-C)-C(-O-n:n:n:c)=[N&+](-C)-C,2
C-C.C-N(-C)-C=[N&+](-C)-C.O-C(=O)-C-N-C=O.c1:c:c:c2:n:n:n:c:2:c:1,2
Br.O=C(-N1-C-C-C-1)-c1:c:c:c:c:c:1,2
C-N1-C-C-N-C-C-1.O-c1:c:c:c:c:c:1,2
C-C-C(-N)=O.O-S(=O)(=O)-c1:c:c:c:c:c:1,2
O.O.[N&+]=[N&-],2
C-C-O-C(-C)=O.[O&+]-[O&-],2
I.F-c1:c:c:c:c:c:1,2
N.C-c1:c:c:c(-N):c:c:1,2
O.C-O-C(=O)-C=O,2
C.C-O-C(=O)-C(=O)-C-c1:c:c:c:c:c:1-F,2
Cl.Cl-c1:c:c:c:c:c:1,2
Cl.I-c1:c:c:c:c:c:1,2
C.C-C(-C)-O-C(=O)-N=N-C=O,2
c.[O&-]-[I&+3](-[O&-])-[O&-],2
Cl.O.O.[O&-].C-C1(-C)-O-B-O-C-1(-C)-C,2
Cl.c.C-[C&*&H1]1-C-C(=O)-C-[C&*&H1](-C)-N-1-S(=O)(=O)-c(:c:c):c:c.C=O,2
Br.Cl.Cl.Cl.Cl.C-[C&*&H1]-O,2
c.c1:c:n:c:n:1,2
Cl.Cl.Cl.O.O.C-S,2
N-c.n:c:n.c1:n:c:n:n:1,2
C-C-[#14](-C-C)-C-C.C-c1:c:c:c:c:c:1,2
F.F.F.N.O.O,2
O-S(=O)(=O)-c1:c:c:c2:c:c:c:c:c:2:c:1,2
C.C.C=O.O=C-N=[N&+]=[N&-],2
O.C-[N&+](-C)-C,2
C.o.C-O-C-c:c(-O-C-c1:c:c:c:c:c:1):c(=O):c:c,2
C-c1:n:c:c:c:n:1.C=O,2
C/C=C(\C)-C-C/C=C(\C)-C-C/C=C(\C)-C-C/C=C(\C)-C-C/C=C(\C)-C-C/C=C(\C)-C-C/C=C(\C)-C-C-C=C(-C)-C,2
C.C.Cl.O.C-C-C,2
Cl.Cl.C-C-C-O,2
I.C-O-c1:c:c:c(-C):c(-O-C):c:1,2
N.O.C-C1(-C)-[C&*&H1]2-C-[C&*&H1]-[C&*](-C)(-O)-[C&*&H1]-1-C-2.c:n,2
C-N-C.C-[N&H1&+]-C.C-[N&H1&+]-C,2
C.C.Cl.N.C-C(-C)-N,2
C-[#50](-C)-C.c1:c:n:c:c:n:1,2
C-N-C.C-N(-C)-C-C-C-N1-C-N-C-N(-C-C-C-N(-C)-C)-C-1.C=[N&-],2
O.C-[S&+](-C)=O,2
Cl.Br-[#12].F-C(-F)(-F)-C=O,2
C-C-C-O-S(-C)(=O)=O,2
N.C-c1:c:c:c(-S(=O)=O):c:c:1.O-C(=O)-[C&*&H1]-C-c1:c:[n&H1]:c:n:1,2
Br.C.[#3].C=O,2
O.S-C-S,2
O.F-c1:c:c:c(-C=O):c:c:1-N,2
Br.N.C-C.C-C-C.C-C-C,2
F.F.O.[O&-].[O&-],2
Cl.C-C(-C)-C.C-C1(-C)-O-B-O-C-1(-C)-C,2
C=C.C=O,2
O.C-C-O-P(=O)-O-C-C.C-N-O-C,2
O.[O&-].O-C-c1:c:c:c:c:c:1,2
C.C.C.Cl.N.O,2
Br.C-C(-C)(-C)-O-C=O.B1-C2-C-C-C-C-1-C-C-C-2,2
C-C(-C)(-C)-O-C=O.C-C(-C)(-C)-O-C=O.C-C(-C)(-C)-[#14](-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,2
O.C-S.O-C=O,2
C-[#14](-C)-C.C-C(-C)(-C)-O.C=O,2
[O&-].C-N-C=O.O-C=O,2
O.C-N(-C)-C(-O-n(:c):n:n)=[N&+](-C)-C,2
C.O.O.C-C.O=[N&+]-[O&-],2
Cl.O.O.C-C-C-C,2
O.C-C=O.c1:c:c:c:c:c:1,2
O.C-C.C-C-O-P(=O)-O-C-C.C-O-C,2
O.C-[#14](-C)-C(-C)(-C)-C.C-C(-C)(-C)-O.C=O,2
Cl.O.[O&-].C-N-C=O,2
F.F.O.F-c.F-C(-F)(-F)-S(=O)(=O)-O-S(=O)=O,2
Cl.Cl.C-C.C-O-C=O,2
C-O-c1:c:c:c(-O):c:c:1-O,2
O.C-c:c:c,2
C-C-C-C-[#50](-C-C-C-C)-C-C-C-C.F-S(-O)(=O)=O,2
C.C.Cl.C-C-C-C.C-C=O.Cl-[C&*&H1]1-O-[C&*&H1](-C-O-C(=O)-c2:c:c:c(-Cl):c:c:2)-[C&*](-O)(-C(=O)-c2:c:c:c(-Cl):c:c:2)-[C&*]-1(-O)-C(=O)-c(:c):c:c,2
N.C-O.C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-N-C(=O)-S-C,2
C-O-C(=O)-c1:c:c:c(-C-N):c:c:1,2
C.O-C-O,2
C.Cl.Cl.O.C-C-N=C=N.C1-C-N-C-C-N-1,2
C-C-O.c:c:c:c.P(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,2
C-C-C-O.Cl-[#12],2
C.O.[#3].C-C-C.C-C=O,2
C-C-C(-N)=O.C#N,2
Cl.[O&-].C=O.O-B-O,2
C-C-O-C.C-c:c:c.C(-N-C-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,2
O.C-C-[P&H1&+]-C-C,2
C.Cl.O.C-C(-C)(-C)-O-C=O,2
O.C-C=O.C-O-C(=O)-C(-C)(-C)-C,2
Br.I.C-C.C-[#14](-C)-C(-C)(-C)-C,2
Cl.Cl.Cl.Cl-C(-Cl)(-Cl)-O.F-C(-F)(-F)-C-n1:n:c:c2:c(-N3-C-[C&*&H1]4-C-[C&*&H1]-3-C-O-4):n:c(-c3:c:c:c(-N):c:c:3):n:c:2:1,2
C-C-C-C-C-C-S(=O)=O,2
Br.B-C(-C-C-C)-C-C-C,2
C.O.C-C-O.C-[#14](-C)-C(-C)(-C)-C,2
N.O.O.O.[O&-],2
C.Cl.C-C-C-C,2
[O&-].C-C-O-P(=O)-O-C-C.C=O,2
Cl.Cl.C-C.C-C.C-C-C,2
C-C-C-C(-O)=O.C-N-C(=O)-O-C(-C)(-C)-C,2
Cl.c.C-C=O,2
C-c1:c:c:c(-C=O):c:c:1,2
C.Cl.Cl.C-N-C,2
O=S(=O)-c1:c:c:c:n:c:1,2
O=S(=O)-O-C-C1-C-C-C=C-C-1,2
C-O-c1:c:c2:c(:c:c:1-C)-C1(-C-O-2)-C(=O)-N(-C-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2-1.c:c:c:c:c.C(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,2
O.C-O.C-C-N,2
C-N(-C)-C-C-N-C=O,2
c.C-C.C-Cl.O-C=O,2
C-C=O.O=C(-[O&-])-c1:c:c:c:c:c:1,2
C-Cl.C=O,2
C.C.C.C-C-O-C=O,2
Cl.O.C-C.C-N(-C)-C-C-C-N=C,2
C.N-c:c:c:c,2
C.C.C-C-N-C.Cl-C=O,2
Br.C.O.O.C-C.C=O,2
O.[O&-].C-C-O.C-C-O.C-O-c1:c:c:c:c:c:1-N-c1:n:c(-Cl):n:c:c:1-[N&+](=O)-[O&-].O-C-c1:c:c:c:c:c:1,2
C-N-C=O.C-c1:c:c:c(-S(-O)(=O)=O):c:c:1,2
C-C-O.C-C(-C)(-C)-O-C=O.O=C-C1-C-C-N-C-C-1,2
C.C-C(=O)-O-I1(-O)(-O-C(-C)=O)-O-C(=O)-c2:c:c:c:c:c:2-1,2
C-C-O.C-C-C-C.N-c:c:c,2
C.C-c1:c:c:c(-S(=O)=O):c:c:1.C=O,2
C-C=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1.C=O.c:c:c:c,2
C-N-C.C-[N&+]-C.c1:c:c:c2:n:n:n:c:2:c:1,2
F.[O&-]-C-[O&-],2
C-C-N(-C)-C-C.O-C=O,2
C.O.O.C-C.C-C-O-C-O-C-C.c:n:c1:c:s:c:c:1-c1:c:c:c:c:c:1,2
C-C=O.c:c:c:c:c,2
O.O.C-C-C-C-C-C-N,2
O.C-C-C(-C-O)-C-C,2
Br.Br.O.Br-c(:c):n:c(-Br):c-N.C-C(-C)(-C)-O-C=O.C-C(-C)(-C)-O-C(=O)-N-[C&*&H1]-C(-O)=O.c:c:n:c.c:c:n:c,2
Br.N-C=N,2
O-C=O.c1:c:c:c2:n:n:n:c:2:c:1,2
Cl.O-S(-O)(=O)=O,2
C.O.Cl-S(-Cl)=O,2
C-C-N=C=N.C-N-C.C-C(-C)(-C)-O.O-C=O,2
O.C-C-C-O.c:n,2
N.O.O.O.O.C-O.O-[C&*&H1](-C-S)-[C&*&H1]-C-S.O-P(-O)(=O)-O-P(-O)(=O)-O-P(-O)(-O)=O.c:n.n:c:n,2
C-C(-C)(-C)-O-C=O.[N&+]=[N&-],2
N#C-c1:c:c:c2:[n&H1]:c:n:c:2:c:1,2
Cl.O.C-C.C-C.C-C.C-C(-C)(-C)-O-C=O,2
Br.[O&-].o.C-C-C(-C(=O)-[O&-])-C(=O)-[O&-].C-N-C=O,2
C.C.O.O-S(=O)=O,2
C.N.c:c:n,2
Cl.C-N.C-O.C#N.c1:c:c:c:c:c:1,2
Br.C.c:c:c:c.P(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,2
O.Cl-c1:c:c:c:c:c:1.N-C1-C-C-C-C-C-1,2
F.F.F.O.O.O.F-C(-F)-F.F-C(-F)(-F)-C(-O)=O,2
[O&-]-[Cl&+3](-[O&-])-[O&-],2
C.C.C-C.C-C.C-O,2
C-[#14](-C)-C.c1:c:n:c:n:1,2
O.C-O.C-c1:c:c:c(-S(=O)=O):c:c:1,2
Cl.F.C-C.C-C-C.C-C-C,2
I.C-C(-C)(-c:c:c:c:c-P(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1)-c1:c:c:c:c(-P(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:1,2
C-C(=S)-N1-C-C-O-C-C-1.O-C-C-O-C-C-O,2
Br-c1:c:c:c:c(-Br):c:1-N,2
Br.C-O.C-O.c:c:c:c:c-P(-C1-C-C-C-C-C-1)-C1-C-C-C-C-C-1,2
N-[C&*&H1],2
C.O.C-C(-C)-C.C-C(-C)-c1:c:c(-O-c2:c:c:c(-N):c:n:2):c:c:c:1-C#N,2
I.Cl-c1:c:c:c:c(-C-O-O):c:1,2
O.O=C-c1:c:c:c:c:c:1-c1:[n&H1]:c:n:n:1,2
N.N-c1:c:c(-C-O):c:c(-[N&+](=O)-[O&-]):c:1-C(=O)-c1:c:c:c:c:c:1,2
N.c.C-C(-C)-O-C(=O)-c1:c:c:c:c:c:1.c:c:c1:c:c:c:c:c:1,2
Cl.[#11].c:c,2
C.C.O.C-O-C=O,2
Br-C-C-C.c:c:c:c,2
Cl-C-[C&*&H1]-O.c:c:c:c:c,2
C-C(-C)-C.C-c1:c:c:c:c:c:1.C-c1:c:c:c:c:c:1,2
Cl.C-C(-C)(-C)-S=O,2
C-C-S.C-C(-C)(-C)-O-C=O.C-C(-C)(-O)-c1:c:c:c(-C-n2:n:c:c3:c:c(-C=C(-S)-C(=O)-N):c:c:c:3:2):c(-C(-F)(-F)-F):c:1,2
O.[O&-].[O&-].Br-P-Br.C-N-C,2
Br.Cl-c:c:c.Cl-c(:n):s,2
Br-[#12].C-C.C-C,2
C-S.C-C-C-C,2
C.C.C-O-C-O-C.c:c:c:c,2
C=C-C-C-C-C-C-C-C-C-O,2
C.C.C.Cl.O.C-Cl.C-C-C.O-n:n,2
O.C-C.C-C-O-C(=O)-c.F-C(-F)(-F)-C-O,2
C-C-O.C=C-Cl,2
F-C(-F)-F.O-C=O,2
C.O.C-C-O-C.O=C1-C-C-C(=O)-N-1,2
O.O.[O&-].C-C(-C)-C.C-C(-C)(-C)-O-C=O,2
C-O.C-O.O=C-O-C-c1:c:c:c:c:c:1,2
c.C-C.C-C.O-C=O.[N&-]=[N&+]=N-P(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,2
F.C-O.C-N-C,2
N.Cl-C-C-S,2
C.C-c1:c:c:c(-N):c:c:1-N-c:o,2
O.O=C-O-C-C1-c2:c:c:c:c:c:2-c2:c:c:c:c:c:2-1.O=C-O-C-C1-c2:c:c:c:c:c:2-c2:c:c:c:c:c:2-1,2
C-C-C.C-C(-C)-O-C(=O)/N=N/C=O,2
Cl.C-c1:c:c:c(-C=O):c:c:1.C-c1:c:c:c(-C=O):c:c:1,2
C-C(=O)-C(-O)=O.c:c:c:c:c,2
[O&-].Cl-P-Cl,2
O.Cl-c1:c:c:c:c:c:1-c1:c:c:c:c:n:1.O-C-C-N-S(=O)=O,2
C.C-C.C-C(-C)(-C)-O-C=O,2
O-C(=O)-c1:[n&H1]:c2:c:c:c:c:c:2:c:1,2
Br-c1:c:c:c(-N-c2:n:c(-N-c3:c:c:c(-C-P(-O)(=O)-O-C-C):c:c:3-O-C):n:c:c:2-C(-F)(-F)-F):c(-C(=O)-N-C):n:1.C-O-C,2
Cl.N.Br-[#12],2
Cl.C-c1:c:c:c:c:c:1.O-c1:c:c:c:c:c:1,2
Br.Cl.Cl.O-B-O,2
C.N.O.C-N-C,2
I.N.O-S(=O)=O,2
O.F-C(-F)(-F)-c:c:c,2
Cl.O.O.C1-C-C-N-C-C-1,2
O-B(-O)-c:c:c:c.c:c,2
C.Cl.C-C.C-C.C=O,2
I.C-C-C.C-C-C.C-C-C,2
C-c:c:c:c-C.C-c:c:c:c-C,2
Cl.Cl.Cl.Cl.C-C,2
O.O.Cl-O,2
C.Cl.Cl-c(:c):c(-B(-O)-O):c:c,2
O=C-c1:c:c:c:c:c:1.O=C-c1:c:c:c:c:c:1.O=C-c1:c:c:c:c:c:1.O=C-c1:c:c:c:c:c:1.O=C-c1:c:c:c:c:c:1.O=C-c1:c:c:c:c:c:1.O=C-c1:c:c:c:c:c:1.O=C-c1:c:c:c:c:c:1.O=C-c1:c:c:c:c:c:1.O=C-c1:c:c:c:c:c:1,2
O-c1:c:c:c(-c2:c:c:c:c:c:2):c:c:1,2
C-C-C-O.C-C-O-P(=O)-O-C-C.C=O,2
C.O.C-C-N1-C-C-S-C-C-1.C-C(-O)=O,2
Cl.[C&-],2
C.C.C-C.C-C-C.C-C-O,2
C.C.O.C-C-C-N=C=N,2
O.C-C-S-C.O=C-[O&-],2
C-C-C-C.C-O-C,2
C-C-C.C-C-C.C-C-[#14](-C)(-C)-C,2
Br.C.C.C.[#3].C-[#14](-C)-C.C-[#14](-C)-C.C-[#14](-C)-C.C-[#14](-C)-C,2
N.O.C-O-c1:c:c(-F):c(-C(-N-c2:c:c:c:c:c:2)-c2:[n&H1]:c(=O):n(-c3:c:c:c:c:c:3-C(-O)=O):n:2):c:c:1-O-C,2
F.F.F.F.[O&-].F-c1:c:c(-F):c(-F):c(-F):c:1-F,2
O.O.O.O.C-C-O,2
S.O=S-[O&-],2
Cl.O.C-C.C-C-O-C-C.C-C-O-C(=O)-c:c(-S(-Cl)(=O)=O):c:c:c-Cl.O=S(=O)-c1:c:c:c:c:c:1.O=S(=O)-c1:c:c:c:c:c:1,2
O.O=C-C-C1-C-C-O-C-C-1,2
S-P(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,2
Br.C.C.O=C-[O&-],2
Br.C.Br-c1:c(-C):c:c:c(-C(=O)-O-C-C):c:1-O-C,2
Br.C-[#14](-C)(-C)/N=C/O-[#14](-C)(-C)-C,2
F.O.[O&-].c:n,2
C.O.O.O.c:c,2
O.O.O.C-C-C.C-C-N.C-C-O.C-C-C-C.C-S=O,2
O.O=C-O-C-C-C-c1:c:c:c:c:c:1,2
N-c1:c:c:c(-O-c2:c:c:c:c:c:2):c:c:1,2
Cl.Cl.C-C-N,2
C.C.C-C-N-C-C.Cl-C=O.c:c:c:c:c,2
n.O=C-[O&-],2
Cl.N-c1:n:c:n:c2:c:1:n:c:n:2-[C&*&H1]1-O-[C&*&H1](-C-O)-[C&*&H1](-O)-[C&*&H1]-1,2
Br-[#12].C-C-C.C=C-C-C(-C-O)-C-C=C.c:c:c.P(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,2
O.C-C.Cl-P(-Cl)(-Cl)-Cl,2
C-C(-O)-C1-C-C-1.C=O,2
C.C.C.C-C(-C)-C.N-C-C(-O)=O,2
C.C.O.O.c.C-O.c:c:c,2
C.O.C-C.C-C.F-C(-F)-F,2
Br.C.C-C-C-C-[#50](-C-C-C-C)-C-C-C-C.c:c:c:c:c,2
Br-c1:c:n:c:c(-c2:c:c(-N):n:c(-c3:c:c:c:c(-C):n:3):c:2):c:1.c1:c:c:c:c:c:1,2
O.N-C(=O)-C-C-[C&*&H1]-C(-O)=O,2
Br.C-C-O.c:c:c:c,2
O.C-C-C-O-c1:n:c(-C=O):c:n:c:1-N1-C-C-C-C-1,2
C-[#50](-C)-C.C-C(-C)(-C)-O-C=O,2
C-O-S(=O)(=O)-C(-F)(-F)-F,2
O.[O&-]-[Cl&+3](-[O&-])-[O&-],2
Br.C.C.C.N.O.C=O.O-B-O,2
C-C(-C)-C.C-C(-C)-C.O-C(=O)-O-N1-C(=O)-C-C-C-1=O,2
Br.C-C(-C)(-C)-O-C(=O)-C-O-c1:c:c:c(-Cl):c:c:1,2
C.O.Cl-C-[C&*&H1],2
O.S-[C&*&H1],2
Br.C.C-C(-C)-c1:c:c:c:c(-C(-C)-C):c:1-c1:c:c:c:c:c:1-P(-C1-C-C-C-C-C-1)-C1-C-C-C-C-C-1,2
C-C.C-C=O.O=[#34],2
C-C-O-C(=O)-c1:c:c:c(-C#C):c:c:1.C-C1(-C)-C-C=C(-O-S(=O)(=O)-C(-F)(-F)-F)-c2:c:c:c:c:c:2-1,2
C.O.Cl-C(-Cl)(-Cl)-C=O,2
O.O.O.c.C-C.C-O-C/C=C/C-O,2
C-C-N-C-C.N-C-C(=O)-N-c1:n:c:c:s:1,2
Br.s.C-C1(-C)-O-B-O-C-1(-C)-C.O=C-[O&-],2
C.O.C-C-O.C-C-N-C-C,2
Br-[#12].c1:c:c:n:c:c:1,2
Cl.C-C.c1:c:c:c:c:c:1,2
Br.[#3].C-C-C.C-C-C,2
C.O.O-S(=O)-[O&-],2
B-O-c1:c:c:c:c:c:1,2
C-C-O-C(=O)-C=C-c1:c:c:c(-N):c:c:1-F,2
C.O.O.O=C-c:c:c:c:c,2
C.O.O.O.O.c:c:c:c:c,2
C.C.C.C.Cl.C-C-N-C-C.C-C-O-C(-C)=O,2
C.N.O.C-C.C-C.Cl-c1:[n&+]:c:c:c:c:1.c:c,2
C-C(-O)=O.O=C-[O&-].c:c:c:n,2
O.O.O=C-C-c1:c:c:c:c:c:1,2
O.O.O-c(:c:c):c:c,2
O.F-c1:c:c:c:c(-F):c:1-C=O,2
C-C.O=c,2
C.Cl.N.O.[O&-].C-C=O,2
s.O=C-C-c(:c):c:c,2
C.F-c1:c:c:c(-n2:n:c:c3:c:c4:c(:c:c:3:2)-C-C-C-[C&*&H1]2-C-C(=O)-C-C-[C&*]-2-4):c:c:1,2
C.C-O-C-O-C,2
C-C(-C)(-C)-O-C=O.C-C(-C)(-C)-[S&*]=O,2
C.C.O.c.C-[N&+](-C)=C-O-n1:n:n:c2:c:c:c:n:c:2:1,2
O=S(=O)-c1:c:c:c:c2:c:n:c:c:c:1:2,2
C-N-C(=O)-C(-F)(-F)-F,2
O.C-C-C-C-c1:c:c:c(-C(-O)=O):c:c:1,2
O.C-C.C-N-O-C,2
O.[O&-].C-O.C-C1(-C)-O-B-O-C-1(-C)-C.F-C(-F)(-F)-S(-O)(=O)=O,2
O.C-C.C=N-C-C-C-N,2
C-C(-C)(-C)-O-C=O.O=S(=O)(-N-S(=O)(=O)-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,2
C.I.O.O.c1:c:c:c:c:c:1,2
Cl.O=[N&+](-[O&-])-c1:c:c:c:n:c:1.c-c1:[n&H1]:c:c:n:1,2
Cl.Cl.Cl.C-c1:c:c:c(-S(=O)-[O&-]):c:c:1,2
C-C(=O)-c1:c:c2:c(:c:n:1)-C-C-C-C-2,2
Cl.O.O.[O&-].c,2
N.O.O.n:n:c1:c:c:c:n:c:1,2
N-[C&*&H1](-C-c1:c:c:c:c:c:1)-C(-O)=O,2
C.C-C=C.O=C-[O&-],2
Br.C.C.Cl,2
C-C.C-C-C-C.C-[#14](-C)-C(-C)(-C)-C,2
C-C=O.C1-C-C-O-C-C-1,2
Br.C-O.C1-C-C-C(-P(-C2-C-C-C-C-C-2)-c2:c:c:c:c:c:2)-C-C-1,2
Br.C.O.Cl-c1:c:c(-F):c(-N):c:c:1-O,2
Br.C-C=O.C-C(-C)(-c:c:c:c:c-P(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1)-c1:c:c:c:c(-P(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:1,2
O.O.C-[#14](-C)-C.C-[#14](-C)(-C)-O,2
O-C(=O)-C-O-c1:c:c:c:c2:c:c:c:c:c:1:2,2
Cl.N.O.C-N1-C-C-N-C-C-1.[n&H1]:c1:c:c:n:c:n:1.c:c:c:c:c,2
O.O.O.[O&-].O=[N&+]-[O&-],2
O-C-c:c,2
O.O.C-C-C.F-C(-F)-F,2
C.C=O.C=O,2
O.C-C(-C)-O.C-S(=O)=O,2
C-C(-O)=O.N#C-C=O,2
C.C.O.O-n:n:n.c:c:c:c,2
C.C.N.c:n,2
C.Cl.O.C-C.Cl-C=O,2
O-C-c1:c:c:c:c:c:1-O,2
C-C-N-C-C-Cl,2
C.C.O-n:n:n,2
C.C.O.O.O.C-C(-C)(-C)-O.C=O,2
O.O.C-[B&H3&-].C-C(-C)(-C)-O-C=O,2
[O&-].C-C-[O&-],2
C.O-C-[C&*&H1](-O)-[C&*&H1](-O)-[C&*&H1]1-O-C(=O)-[C&*&H1]-[C&*&H1]-1-O,2
Br.O.O.[O&-].Br-C,2
C-N(-C)-C(-O-n:n:n)=[N&+](-C)-C.c:c:c:n,2
C.O.C-C-[#14&H1]-C-C,2
O.Cl-c1:c:c:c:c(-c2:c:c(-C=O):o:c:2-c2:c:c:c(-F):c:c:2):c:1,2
Cl-c1:c:c(-C=O):c(-F):c:c:1-O,2
C.C.C-C-O-C-C,2
C1-C-S-C-N-1,2
C.O.C-C(-C)(-C)-[#14](-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,2
C-C.C-O-C-C-[#14](-C)(-C)-C.C-O-C-C-[#14](-C)(-C)-C.C-C(-C)(-C)-O-C=O,2
Br.Cl.C-Cl.C-C(-C)(-C#N)-N=N.C#N,2
O.O.[O&-].[O&-].C-C-O-S(-O)(=O)=O.C-N-C,2
C=O.O-S(=O)=O.c1:c:c:c(-C(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:c:1,2
C.O.C-C-O.N-c1:c:n:c:c:n:1.n:c:c:n,2
Br.O.C-C(-C)(-C)-O.N#C-c1:c:c:c2:o:c(-c3:c:c:c:c:c:3):c(-c3:c:c:c(-C4-C-C-C-4):c:c:3):c(=O):c:2:c:1,2
O.C-C(-C)-C.C-C(-C)(-C)-C(=O)-O-O,2
Br.C.C-C.C-C-C-C-[#50](-C-C-C-C)-C=C,2
C.C.C-O.c:c:c:c:c,2
O.O.O.C-C.C-C.C-C-O,2
O-C(=O)-c(:c):c:c:c,2
C.N.n.C-C-C-C-C,2
C.C.O.[O&-].[O&-].C-Cl.C=O,2
Br.C-O-c:c:c:c:c-O-C.c:c:c:c.C1-C-C-C(-P-C2-C-C-C-C-C-2)-C-C-1,2
C.O.C-O.C-[#14](-C)-C,2
C-C.C-C.C-C.C-C.O=C-c1:c:c:c:c:c:1-C=O,2
N.N.C-C-O,2
O.O.C-O.C-C-O.C-O-c1:c:c:c(-C-n:[n&H1]:c=O):c:c:1.C-C(-C)-C,2
c.O=C1-C-C-C(=O)-N-1,2
Cl-c1:n:c:c(-Cl):c(-N):n:1,2
O.O.[O&-].[O&-].O-C=O,2
C.O.C1-C-C-C-C-C-1,2
O.C-O.C-O.C-O-C-O-C.C-C(-C)(-C)-O,2
Cl.N.O.[O&-].O-S(=O)=O,2
F.O.[O&-].[O&-].c,2
Cl-c1:n:c(-c2:c:c:c:c:c:2):c:o:1,2
O.[O&-].N#C-c,2
Cl.N.O.O,2
O.O.C-O.C-O.C-O.c:s:c-c1:c:c:c:c:c:1,2
O.C1-C-c:c-C-1,2
